pdf_name,struct_score,image_score_signature,image_score_stamp,image_score_logo,image_score_internal,avg_ela_variance,image_score,ocr_similarity,ocr_error_ratio,font_anomaly_ratio,overlap_density,max_local_overlap,overlap_severity,ocr_layout_mismatch,font_ocr_mix,normalized_overlap,relative_ocr_drop,struct_text_conflict,image_text_conflict,image_signature_conflict,image_internal_conflict,ocr_noise_weighted,extreme_overlap_flag,cleanliness_score,tamper_signal,tamper_ratio,num_startxref,objects_with_multiple_revisions,stream_length_mismatch_count,metadata_mismatch,time_gap_seconds,tri_modal_conflict,label
0a29925ccc5e6299e132a73325956a3abef6dd26.pdf,0.075,0.16696306480708756,0.495797645369041,0,0.24728686846818873,0.020481960788810812,0.8034813055196385,0.8975590236094438,0.10204081632653061,0.04081632653061224,0.061224489795918366,3,0.18367346938775508,0.006247396917950854,0.004164931278633903,0.015306122448979591,0.10244097639055616,0.027440976390556163,0.7010403291290823,0.0645220884165314,0.14484589207763257,0.10828821324448147,0,0.842606430327233,1.9245650830484204,1.0245324653449421,1,0,0,0,0.0,0.9378492860138025,0
0e21835a42a6df2405496f62647058ff855743c1.pdf,0.15,0.5566140682489465,0.4049499837696311,0.3732537799237803,0.4436526628128563,0.030202573570972488,0.9720867697975962,0.7120729980942248,0.2793522267206478,0.0,1.6153846153846154,11,17.76923076923077,0.45126128931796955,0.0,0.1346153846153846,0.28792700190577525,0.13792700190577525,0.684159767891821,0.2686870663431713,0.15572566090708106,0.7306135160386173,0,-0.43819876805798447,7.281467210305698,3.431276851605932,2,0,0,1,6.944444444444444e-05,1.2464994970478487,0
1dcf57a5007b56254583423ba31107d22459bccf.pdf,0.1375,0.44255928966409885,0,0.27693563086676204,0.40504540208533923,0.01036474611275176,0.888946529513263,0.8240694327818542,0.175,0.0125,1.2625,13,16.412499999999998,0.22093749999999998,0.0021874999999999998,0.09017857142857143,0.17593056721814582,0.038430567218145806,0.7130159622951172,0.26662872244595304,0.22911483486719342,0.3959375,0,-0.21631822610523668,6.35437658729801,3.1357237877992676,2,0,0,0,0.0,1.2471900868264096,0
1e8c2332a461a3a142840fa477fa907c66c35dac.pdf,0.2125,0.37576079783765676,0,0.27693563086676204,0.3463479042830618,0.012131524676106509,0.846625769130718,0.7928927907194123,0.2064516129032258,0.0,1.1806451612903226,11,12.98709677419355,0.24374609781477627,0.0,0.09838709677419355,0.20710720928058768,0.005392790719412316,0.6395185598501303,0.16865358855706908,0.1392406950024741,0.4501977107180021,0,-0.14323224606544224,5.739324014237203,2.7872624879344405,2,0,0,0,0.0,0.9420200526902611,0
201ab28823c4a10ca391e800642e9cf381737ed2.pdf,0.5125,0.6105144877558183,0,0,0.6066701533864154,0.06780506438866596,0.9452346545865122,0.7004236318534999,0.2724795640326976,0.008174386920980926,2.664850136239782,24,63.95640326975477,0.7261172033350906,0.0022273533844634676,0.10659400544959129,0.2995763681465001,0.21292363185349983,0.6456582864400121,0.31093811960931816,0.30709378523991526,0.9985967673677881,1,-1.1661003789168622,11.667545041732462,4.747276122733193,1,0,32,1,0.0,1.0507665594357456,0
22ZOCVPAF2GSGXR357RM7UT4Z22RS2LH.pdf,0.075,0,0,0,0.6116656290121399,0.04810784837590243,0.7509926505590219,0.8621399176954733,0.16666666666666666,0.125,0.0,2,0.0,0.0,0.020833333333333332,0.0,0.13786008230452673,0.06286008230452673,0.6131325682544951,0.13786008230452673,0.4738055467076132,0.16666666666666666,0,0.8621399176954733,2.4544519934686804,1.3441740812687597,2,0,1,1,2.3148148148148147e-05,1.2876582795711617,0
23JCEIKVL65X2RGSARNY2VOUNXBTJ5AS.pdf,0.1,0,0.6437249414997139,0.5984074509047395,0.6179307693532828,0.002409861377113753,0.9675383085025622,0.3412363257791935,0.6538018433179723,0.009216589861751152,2.939516129032258,21,61.729838709677416,1.9218610636242008,0.006025823440718639,0.13361436950146627,0.6587636742208065,0.5587636742208065,0.30877463428175567,0.6587636742208065,0.04083290486752367,2.5756629069421733,1,-0.6618333576604519,13.526239897825503,6.54219553862682,1,0,0,1,0.9265509259259259,1.5671348875908921,0
281928eff64137efdd144a833c81ad0ee45284c1.pdf,0.05,0.5628241186966121,0.3778218942464302,0.3331622039137991,0.36243185088917806,0.010480086833392131,0.9589146317246476,0.703722869891167,0.28421052631578947,0.017543859649122806,2.375438596491228,16,38.00701754385965,0.6751246537396122,0.004986149584487534,0.13973168214654283,0.29627713010883305,0.24627713010883306,0.6626375016158146,0.26654698858777903,0.06615472078034501,0.9593351800554016,0,-0.9679275964818856,9.627497182474977,4.792387406830621,2,0,0,1,1.5153935185185186,1.2416163410927716,0
2A2C2V4WI5YRDJHR26XUD4IAULIYGTMA.pdf,0.5,0,0,0,0.6982709493115418,0.005361832700913149,0.7832950333123718,0.8641557545547908,0.13548387096774195,0.0,0.9870967741935484,8,7.896774193548387,0.133735691987513,0.0,0.10967741935483871,0.13584424544520923,0.36415575455479077,0.6474507878671626,0.13584424544520923,0.5624267038663325,0.26921956295525495,0,0.01115039683296507,5.609494036890243,2.4567539258177074,1,0,5,1,0.0,0.9815659826239136,0
2ED27NR7CISW7J4PHXXBZ6OFPVDFHMFB.pdf,0.4,0,0,0,0.5442466529018687,0.005466652600853495,0.6766614441934193,0.0,0.6529411764705882,0.0,1.1411764705882352,10,11.411764705882351,0.745121107266436,0.0,0.10374331550802139,1.0,0.6,0.32333855580658066,1.0,0.4557533470981313,1.3980622837370242,0,-0.0,9.724654065596646,4.682830748742353,1,0,7,1,0.0010763888888888889,1.7324147912915504,0
